gene,ko_l2_mean_70d,ko_l2_mean_115d
TOPAZ1,6.3753985e-05,6.057634e-05
POTEKP,6.374707e-05,3.4883902e-05
TBX21,6.369032e-05,5.4476465e-07
TGM5,6.357429e-05,8.912605e-05
KLK10,6.352852e-05,8.502482e-05
C9orf152,6.33493e-05,5.4476465e-07
LINC02371,6.333124e-05,0.0005050526
SPDEF,6.3271356e-05,5.4476465e-07
CLDN14,6.325394e-05,0.00020285264
GTF2IP14,6.322938e-05,5.4476465e-07
LINC01944,6.31899e-05,5.4476465e-07
NIFKP4,6.310514e-05,5.4476465e-07
KDR,6.276848e-05,0.00029563595
C6orf47-AS1,6.2761836e-05,2.3552346e-05
ARMCX3-AS1,6.26262e-05,4.2252497e-05
RNA5SP477,6.258373e-05,1.9575124e-05
FMO4,6.2530635e-05,0.000115564406
NLRP9,6.248234e-05,5.3120013e-05
TBL1XR1-AS1,6.226234e-05,0.0007350678
CCN6,6.217658e-05,2.913226e-05
SPAG16-DT,6.1993494e-05,3.9545634e-05
ADAMTSL4,6.188624e-05,0.0001498699
TMC6,6.1822924e-05,0.00040773017
RPL39P40,6.176915e-05,3.8213835e-05
GZMM,6.162086e-05,2.981388e-05
SLC2A7,6.1612736e-05,5.4476465e-07
LINC01213,6.124851e-05,6.666384e-05
NMUR1,6.1178405e-05,5.4476465e-07
LINC01354,6.117644e-05,9.5123956e-05
UCMA,6.11518e-05,1.6531094e-05
PLSCR5,6.1006293e-05,5.735152e-05
SULT1C5P,6.0854785e-05,5.259801e-05
GAS2L2,6.0841932e-05,0.00019949234
RNU11,6.080451e-05,3.2952703e-05
STRC,6.0712013e-05,0.00019808799
SIGLEC1,6.069904e-05,0.00012033927
C1orf232,6.0665243e-05,5.4476465e-07
LINC01497,6.063122e-05,2.9960685e-05
LINC01133,6.0506423e-05,0.00015230093
IL11,6.044111e-05,6.677484e-05
TLR2,6.0300732e-05,5.4476465e-07
GLP2R,6.026356e-05,3.873362e-05
LINC00508,6.0192015e-05,4.2394917e-05
PTPRC,6.0188115e-05,0.00020939416
CASC16,6.0144313e-05,9.13473e-05
LINC00448,5.9735317e-05,5.4476465e-07
IL17B,5.9547478e-05,5.4476465e-07
CCDC42,5.945525e-05,4.7714562e-05
LINC01799,5.9445058e-05,0.0004401793
MUC19,5.9340862e-05,0.00016670482
LMOD2,5.9325987e-05,5.4476465e-07
LINC02248,5.9264854e-05,0.00010807687
KCNK7,5.896954e-05,5.4476465e-07
LINC02797,5.8831032e-05,5.3216885e-05
TSPAN32,5.8779086e-05,0.00012356145
PITX3,5.8750444e-05,5.4476465e-07
ADAM5,5.8642265e-05,1.9873785e-05
SCEL,5.86294e-05,0.000110418114
TSPEAR-AS1,5.8554404e-05,7.829788e-05
LINC00494,5.84555e-05,5.4476465e-07
TRIM63,5.8444235e-05,5.4476465e-07
GYPB,5.831566e-05,0.00025768572
ANKRD61,5.8283706e-05,0.00053846184
FEV,5.8237692e-05,5.4476465e-07
RPL19P5,5.8130587e-05,5.4476465e-07
AMN,5.806762e-05,0.00021748006
H3P37,5.802789e-05,5.4476465e-07
LINC01115,5.777926e-05,0.00046798217
C22orf42,5.760023e-05,0.00018902375
HISLA,5.732946e-05,4.1778294e-05
RHEX,5.723842e-05,0.00044061564
HCST,5.7226924e-05,3.744434e-05
TRAF3IP3,5.693367e-05,5.4476465e-07
SPTA1,5.693289e-05,5.4476465e-07
AGXT2,5.6899073e-05,2.2829761e-05
LBX1,5.687478e-05,5.4476465e-07
RBMY1KP,5.6845798e-05,5.4476465e-07
MYL4,5.6832403e-05,3.7347127e-05
PITX1,5.6813547e-05,5.4476465e-07
SMIM28,5.6552086e-05,5.4476465e-07
AGBL1-AS1,5.6540994e-05,0.00038269476
GDF5-AS1,5.641933e-05,5.4476465e-07
LINC01399,5.6396144e-05,4.2959433e-05
MORF4L1P5,5.6316367e-05,2.6260414e-05
FGL1,5.629663e-05,6.1393104e-05
SPACA3,5.6250636e-05,2.686276e-05
SFTA3,5.620125e-05,0.00012729931
PRL,5.6176978e-05,0.00035914447
LINC00868,5.6101715e-05,0.00012163189
RNVU1-2A,5.603037e-05,5.4476465e-07
LINC02768,5.6008874e-05,2.2515056e-05
CA6,5.58817e-05,3.4796125e-05
HTR3A,5.576212e-05,5.4476465e-07
SMAD3-AS1,5.5681146e-05,0.00014599484
TRHR,5.565976e-05,0.00010748024
CASP10,5.5568584e-05,0.00052022905
TMEM35B,5.533714e-05,0.00089054677
LINC00702,5.5320343e-05,2.066753e-05
SCTR,5.5319942e-05,5.103485e-05
LINC02721,5.521428e-05,5.4476465e-07
ERFE,5.5050572e-05,0.00018543354
B3GNT3,5.4990287e-05,6.439685e-05
LINC00491,5.4875203e-05,5.4476465e-07
APOH,5.4726563e-05,0.00014816705
MT-TY,5.4585005e-05,5.4476465e-07
DAOA-AS1,5.418032e-05,5.4476465e-07
SELE,5.4152937e-05,0.00011961961
SMYD1,5.4151464e-05,5.4476465e-07
CNTN4-AS1,5.3971493e-05,0.00022867175
MTCO1P43,5.391155e-05,5.4476465e-07
POU4F2,5.3817505e-05,5.4476465e-07
OR52E5,5.3695094e-05,2.1720205e-05
TCF23,5.3330656e-05,5.4476465e-07
SRGAP2C,5.308093e-05,0.019359376
COL17A1,5.298103e-05,5.4476465e-07
GPAT3,5.2976164e-05,0.00018508728
ACE2,5.284419e-05,2.6948699e-05
LINC-PINT,5.266102e-05,0.005086572
CXCL5,5.264272e-05,0.0003661831
GJA4,5.241229e-05,7.25649e-05
SMIM36,5.235341e-05,2.8280316e-05
TUBBP9,5.2298754e-05,5.4476465e-07
RPL37P2,5.228736e-05,4.764775e-05
RPL37P6,5.2004092e-05,1.9174864e-05
MYDGF-1,5.195748e-05,0.008453458
KIR3DX1,5.1920088e-05,5.4476465e-07
SLC6A3,5.184501e-05,5.4476465e-07
TSPEAR-AS2,5.1520172e-05,0.00038332242
TIGIT,5.147396e-05,4.510849e-05
LINC01307,5.1379484e-05,0.0001147685
ELOBP2,5.1368694e-05,5.4476465e-07
LINC01709,5.1317584e-05,0.00012576506
C20orf203,5.1302988e-05,0.00076670817
LINC01704,5.1211737e-05,5.4476465e-07
RUNX3,5.1188923e-05,2.1708693e-05
RN7SL306P,5.1126422e-05,0.00016691841
PPP1R3B-DT,5.1104667e-05,0.00022146945
LINC02764,5.0920607e-05,4.936242e-05
LINC00540,5.0820196e-05,4.1177384e-05
CSF3R,5.081569e-05,7.263987e-05
NPIPA7,5.074864e-05,0.0006283195
IL1B,5.0737737e-05,4.59094e-05
PSAPL1,5.0477076e-05,2.381339e-05
RIN1,5.0410978e-05,0.00016288145
INMT-MINDY4,5.0404018e-05,5.4476465e-07
C8B,5.0275215e-05,3.246214e-05
TMEM176A,5.025289e-05,5.4476465e-07
ZBTB46-AS1,5.020386e-05,0.00016623767
MACORIS,5.0148952e-05,2.5570904e-05
LINC01926,5.0012535e-05,6.015436e-05
TMEM244,4.9913266e-05,5.4476465e-07
TPT1P4,4.97839e-05,4.4566455e-05
LINC02413,4.9709066e-05,5.1635994e-05
SLC7A11-AS1,4.9707876e-05,0.0002644258
SMCO3,4.9650855e-05,2.837395e-05
CRYBB1,4.9588045e-05,5.4476465e-07
TRIM17,4.950003e-05,0.0008727247
LRRN4CL,4.9443897e-05,5.3168496e-05
ALKAL2,4.943177e-05,0.000108382366
GLT6D1,4.9410406e-05,6.602195e-05
DOK7,4.9351784e-05,0.0001719889
SERPINB7,4.9257284e-05,0.0001247614
LINC01193,4.923011e-05,9.548565e-05
GLUD2,4.9143506e-05,0.0002179816
PTCRA,4.9065395e-05,3.5838286e-05
LINC00906,4.899551e-05,9.353756e-05
HIGD1AP17,4.899467e-05,2.6917362e-05
HMX1,4.880253e-05,6.4911015e-05
TMPRSS13,4.8763035e-05,5.7796675e-05
MINAR2,4.871108e-05,0.00012839686
HCLS1,4.8694375e-05,5.4476465e-07
IP6K3,4.8646056e-05,3.1994394e-05
CASC6,4.8458238e-05,0.0006479614
IL1R2,4.839075e-05,5.4476465e-07
ALG1L8P,4.838318e-05,5.4476465e-07
SUGT1P3,4.8373404e-05,2.4691633e-05
DOC2GP,4.8308433e-05,3.0869418e-05
UGT2B7,4.830162e-05,5.1006406e-05
CRYBA1,4.8290436e-05,3.651814e-05
SAMD9L,4.8170197e-05,0.001350074
KLF4P1,4.803066e-05,5.4476465e-07
LINC02031,4.783332e-05,2.9090905e-05
LINC02631,4.767032e-05,6.118648e-05
SLC5A7,4.7453515e-05,7.1294744e-05
POSTN,4.744778e-05,0.0003093186
LINC00635,4.726934e-05,2.3341838e-05
OOEP-AS1,4.725198e-05,5.4476465e-07
LINC02063,4.7238012e-05,5.4476465e-07
PLA1A,4.6963374e-05,5.4476465e-07
PAICSP3,4.6765876e-05,2.170905e-05
SLC22A6,4.6753943e-05,0.00043285458
SFN,4.6695768e-05,5.4476465e-07
PKP1,4.6689278e-05,5.4476465e-07
CERNA2,4.6583504e-05,5.4476465e-07
MIR503HG,4.622326e-05,4.233098e-05
HOTAIRM1,4.6221056e-05,0.0004895924
PTPRVP,4.6208985e-05,5.4476465e-07
RNY4,4.6179e-05,5.4476465e-07
CLECL1P,4.6098634e-05,1.949251e-05
SMARCA5-AS1,4.6000998e-05,6.0164806e-05
LINC02540,4.5933455e-05,6.436717e-05
LINC00592,4.5753623e-05,5.4476465e-07
XAF1,4.5667e-05,4.844435e-05
LINC02843,4.5603807e-05,4.6711673e-05
CPA5,4.559553e-05,6.0382063e-05
SERBP1P1,4.557501e-05,5.4476465e-07
RPL27P6,4.5572964e-05,5.4476465e-07
CDC42BPG,4.5557965e-05,3.9742474e-05
CNTNAP2-AS1,4.5540575e-05,9.290082e-05
LINC02271,4.5481644e-05,2.4265626e-05
PKD2L1,4.51891e-05,5.4476465e-07
LINC01790,4.4958895e-05,5.4476465e-07
ITPRIP-AS1,4.492763e-05,5.4476465e-07
BLK,4.4782235e-05,4.132152e-05
SALL4P2,4.4751472e-05,5.4476465e-07
LINC02753-1,4.461688e-05,5.4476465e-07
AREG,4.4490218e-05,0.0048734783
ZNF761,4.4450742e-05,0.0016583756
THBD,4.438814e-05,8.9971305e-05
DNAJC5B,4.421503e-05,3.52223e-05
TMEM139,4.417075e-05,6.999004e-05
AGBL5-AS1,4.4055916e-05,5.4476465e-07
LINC01179,4.4052915e-05,5.4476465e-07
LINC01882,4.3869768e-05,2.0314124e-05
ATP6V1B1-AS1,4.3858796e-05,5.4476465e-07
IAPP-1,4.379849e-05,5.4476465e-07
MAFA,4.3681797e-05,5.4476465e-07
BFSP2-AS1,4.364424e-05,5.9104925e-05
CHRM1,4.3622647e-05,7.800486e-05
KLKP1,4.3602926e-05,5.4476465e-07
LINC01858,4.354419e-05,2.2922972e-05
PIRAT1,4.345388e-05,5.7544792e-05
IL6,4.334865e-05,2.8147551e-05
ELAVL4-AS1,4.3193988e-05,3.5923393e-05
SLC36A2,4.3181073e-05,1.7368015e-05
TTC16,4.3149063e-05,9.814409e-05
ZNF474,4.3147833e-05,0.00011989344
SYNDIG1L,4.3134438e-05,0.00031637802
DUOXA1,4.3001968e-05,8.705013e-05
GCSHP5,4.2979827e-05,2.5550935e-05
MTCO1P40,4.295291e-05,5.4476465e-07
CCL26,4.280923e-05,3.9535716e-05
LINC02945,4.2689924e-05,6.18687e-05
LINC01531,4.262076e-05,5.4476465e-07
LINC02902,4.2568616e-05,5.4476465e-07
TRPC5OS,4.24972e-05,7.5034965e-05
DHH,4.2484764e-05,5.7989597e-05
ARHGAP45,4.2342122e-05,7.627301e-05
SMCO2,4.2324347e-05,0.00013767956
KRT12,4.2143263e-05,5.4476465e-07
XXYLT1-AS2,4.2109375e-05,5.4476465e-07
KIF25-AS1,4.1959735e-05,3.0128202e-05
TLX3,4.194109e-05,0.00013236348
LINC02228,4.17874e-05,2.0964344e-05
FPR3,4.1756914e-05,5.4476465e-07
HSPE1P2,4.1658823e-05,2.5088566e-05
MMP3,4.165007e-05,3.067418e-05
FTH1P10,4.164171e-05,5.4476465e-07
ABALON,4.1617648e-05,8.0833684e-05
VSTM2A-OT1,4.1607527e-05,0.0005980454
LINC02182,4.1585456e-05,4.6870573e-05
NPPB,4.1571664e-05,5.4476465e-07
NAALADL2-AS3,4.15541e-05,0.00037045687
LINC02849,4.144484e-05,2.9080435e-05
SIX2,4.1406714e-05,3.1924872e-05
TMEM92-AS1,4.140053e-05,0.00014012044
ARHGEF5,4.135454e-05,0.00032712717
RASL12,4.133311e-05,0.00032792878
HOXA-AS2,4.1123658e-05,0.00057375064
EGLN3P1,4.102547e-05,5.4476465e-07
PSD2-AS1,4.0706578e-05,4.2991116e-05
LINC00395,4.0690895e-05,5.4476465e-07
CRYGN,4.0609466e-05,5.4476465e-07
COL18A1-AS1,4.0566574e-05,5.4476465e-07
SERPINB2,4.055644e-05,5.4476465e-07
ADAM1B,4.0548184e-05,5.4476465e-07
GAPDHP35,4.0477444e-05,5.4476465e-07
PNLIPRP2,4.0320047e-05,5.4476465e-07
LINC01768,4.0301707e-05,0.00035831734
LINC02765,4.014306e-05,5.4476465e-07
NCR1,3.9967832e-05,5.4476465e-07
HMGB1P7,3.984048e-05,5.4476465e-07
PRELID1P5,3.9792965e-05,2.5886526e-05
PF4V1,3.9685496e-05,5.4476465e-07
FAM86LP,3.9675782e-05,5.4476465e-07
TBC1D26,3.9644765e-05,0.00018263275
LINC00305,3.958688e-05,3.518446e-05
MTUS2-AS2,3.957436e-05,5.4476465e-07
NPIPA5,3.9549854e-05,0.0014648315
CTXN3,3.9531507e-05,5.020881e-05
PTGES3P2,3.9432292e-05,5.4476465e-07
LINC02252,3.924748e-05,5.4476465e-07
SCN4A,3.9184946e-05,5.4476465e-07
LINC01871,3.9171024e-05,9.344331e-05
LINC01979,3.9091938e-05,4.347487e-05
FBXO40,3.9089166e-05,8.887253e-05
LSM12P1,3.903247e-05,2.2882967e-05
BICDL2,3.895205e-05,5.4476465e-07
HOXC4,3.8900816e-05,6.64517e-05
GRPR,3.8764698e-05,0.00013074283
SLC25A6P2,3.8725717e-05,5.4476465e-07
RIPK4,3.8700222e-05,5.4476465e-07
LINC02176,3.8507507e-05,5.4476465e-07
LINC02832,3.845293e-05,0.0001201469
FAM124B,3.8361384e-05,5.9852846e-05
LINC02291,3.835758e-05,2.2567347e-05
LINC00629,3.8285056e-05,5.1824332e-05
POTEF,3.8227703e-05,5.4476465e-07
LINC02462,3.79194e-05,6.1548344e-05
DYTN,3.7901256e-05,4.090713e-05
APLNR,3.788661e-05,5.933243e-05
C1QTNF9B,3.7850852e-05,7.087443e-05
ZNF728,3.7766666e-05,4.438097e-05
LINC01996,3.763476e-05,1.2303106e-05
BOLA3P4,3.7547503e-05,5.8295296e-05
PCDHB16,3.7545044e-05,0.0057971724
SLC22A7,3.7516795e-05,4.65764e-05
LCN12,3.7352638e-05,7.308799e-05
LRRC37A6P,3.7302278e-05,0.00014347967
LINC01533,3.729148e-05,4.7887228e-05
RPL22P2,3.7279704e-05,1.7417784e-05
CARD6,3.7133777e-05,5.4476465e-07
LINC02351,3.7089692e-05,6.8518166e-05
ZNF84-DT,3.708566e-05,0.000108513705
LINC01749,3.7080194e-05,0.00019633469
HSPA8P16,3.686747e-05,5.4476465e-07
RPS15AP16,3.6832138e-05,5.4476465e-07
TIMD4,3.655486e-05,5.4476465e-07
CCDC195,3.6216283e-05,5.4476465e-07
MYCT1,3.6171798e-05,8.5678825e-05
SOSTDC1,3.6049078e-05,0.000113711496
GPR61,3.600154e-05,0.00026599554
KCNK15,3.5979327e-05,1.9926767e-05
ATXN2-AS,3.5951067e-05,3.5144138e-05
LINC00343,3.5766112e-05,0.00017997815
GPX5,3.5749556e-05,5.4476465e-07
PRSS8-1,3.5725352e-05,5.4476465e-07
ANKRD36P1,3.5692956e-05,5.4476465e-07
CCL17,3.5400135e-05,5.4476465e-07
LINC01238,3.5201614e-05,0.00036379247
TBX2,3.5147466e-05,5.4476465e-07
FOXS1,3.5125795e-05,5.4476465e-07
CRYBA4,3.4911962e-05,4.7426387e-05
MTOR-AS1,3.4904853e-05,0.00021789271
BTLA,3.4883178e-05,0.000111042646
FRK,3.4841054e-05,0.000193536
CIROP,3.483774e-05,3.9083385e-05
TBC1D3I,3.4787845e-05,1.8899642e-05
EGLN3-AS1,3.474773e-05,2.9076631e-05
UGT3A2,3.4661924e-05,5.4476465e-07
CRYBA2,3.4621175e-05,5.4476465e-07
PRR34,3.4524e-05,0.00013739904
LINC01804,3.439014e-05,0.00010671781
GIPC3,3.433778e-05,5.4476465e-07
LINC02791,3.4258057e-05,3.2240223e-05
FABP5P7,3.416267e-05,1.9612131e-05
OR5BA1P,3.404443e-05,5.4476465e-07
B4GAT1-1,3.4028864e-05,0.0045700716
GJB2,3.3979777e-05,9.2910064e-05
PDE11A-AS1,3.3922788e-05,5.4476465e-07
RAB44,3.3922603e-05,3.777888e-05
COX6B1P3,3.382933e-05,5.4476465e-07
ASZ1,3.3670396e-05,4.604423e-05
F12,3.3488963e-05,0.00019606197
SLC17A9,3.348743e-05,5.4476465e-07
LINC00933,3.343528e-05,5.4476465e-07
OAS1,3.3425895e-05,0.00010547529
C1orf105,3.340133e-05,0.00013009006
TMEM207,3.3318367e-05,5.4476465e-07
NMS,3.3272387e-05,5.4476465e-07
GCM2,3.3198674e-05,0.00011255363
MS4A6E,3.3160795e-05,5.4476465e-07
LINC01566,3.3149292e-05,5.4476465e-07
LINC01324,3.314212e-05,5.9681875e-05
SLC2A2,3.3073116e-05,5.4476465e-07
LINC01726,3.2996664e-05,0.0011724192
CICP14,3.296108e-05,7.265085e-05
LINC02756,3.296014e-05,5.4476465e-07
NOTCH2NLR,3.293467e-05,1.5290974e-05
RNU6-450P,3.289018e-05,5.4476465e-07
GEMIN7,3.2812957e-05,0.0004444512
WFDC11,3.278746e-05,5.4476465e-07
KCND1,3.2740165e-05,0.000118325515
CHI3L1,3.272205e-05,1.729741e-05
NF1P5,3.2712534e-05,5.4476465e-07
NEU4,3.2709664e-05,0.000121750985
CLRN2,3.2685115e-05,2.7592097e-05
CHMP1B-AS1,3.259098e-05,7.17413e-05
SLC17A4,3.239014e-05,5.4476465e-07
DDN,3.2372434e-05,0.000104706145
RPL12P37,3.2336226e-05,5.4476465e-07
APOF,3.2314678e-05,5.4476465e-07
FCF1P7,3.2299162e-05,8.987651e-05
IL1A,3.2296473e-05,0.00017273461
LINC01880,3.2285334e-05,4.8487986e-05
TNS4,3.2237775e-05,7.044946e-05
CER1,3.220611e-05,6.731257e-05
ADGRE4P,3.1991956e-05,2.7808961e-05
LUADT1,3.1932785e-05,1.7959781e-05
MROH2B,3.191973e-05,5.4476465e-07
DUXA,3.1853866e-05,2.4795783e-05
XGY1,3.1693482e-05,5.4476465e-07
LINC00376,3.1596617e-05,5.4476465e-07
CCNI2,3.1578347e-05,5.4476465e-07
CLEC17A,3.1471223e-05,5.4476465e-07
DSCR8,3.138545e-05,5.4476465e-07
BSX,3.1318723e-05,5.4476465e-07
IL10RB-DT,3.121914e-05,0.00029976232
LINC01817,3.11745e-05,5.4476465e-07
DUXB,3.114343e-05,0.0001997235
MIR7515HG,3.1137322e-05,0.00012170655
NCRNA00250,3.1103213e-05,5.6645644e-05
MIPEPP1,3.109371e-05,2.8909526e-05
UQCRFS1P1,3.108523e-05,5.4476465e-07
TDGF1,3.105781e-05,3.4211098e-05
PNLIP,3.08688e-05,5.4476465e-07
LINC02848,3.0859108e-05,3.9626688e-05
BSPH1,3.0796982e-05,5.4476465e-07
WNT6,3.0616087e-05,5.4476465e-07
MPO,3.0580133e-05,4.149684e-05
FOXD4,3.055035e-05,6.5298016e-05
RAB9B,3.0537933e-05,0.0032554707
SLC34A1,3.0466805e-05,9.995136e-06
CYP4F12,3.0343906e-05,0.00024489244
HLTF-AS1,3.0311534e-05,5.4476465e-07
COX6CP14,3.022462e-05,5.4476465e-07
LINC01999,3.0199903e-05,5.5285913e-05
GCM1,3.0118323e-05,5.4476465e-07
LINC01477,3.0106437e-05,5.4476465e-07
CAMTA1-AS2,2.997325e-05,5.4476465e-07
ZNF30-AS1,2.994937e-05,4.6351586e-05
FGF3,2.9862253e-05,0.00043804297
PI16,2.9797317e-05,0.0051095313
LINC01305,2.9767034e-05,3.9538965e-05
ANKRD60,2.956559e-05,5.4476465e-07
CSPG4P12,2.9428797e-05,5.4476465e-07
C1QTNF1-AS1,2.9418698e-05,5.4476465e-07
DSC3-2,2.9371353e-05,0.00082328165
ARMCX5,2.9338475e-05,0.00087671896
LINC02821,2.9311428e-05,0.00020604352
LINC02601,2.930642e-05,2.8770104e-05
ACE2-DT,2.9216359e-05,5.4476465e-07
ARMH2,2.9196159e-05,2.6738147e-05
PCAT5,2.9143117e-05,5.4476465e-07
LINC02838,2.911876e-05,0.00023428297
FOXA2,2.9085972e-05,0.000794447
APOL1,2.899817e-05,5.4476465e-07
EGOT,2.8938153e-05,0.00020399102
LINC01721,2.8756485e-05,2.7646669e-05
ANGPT4,2.8702256e-05,0.0001147827
GPR50,2.8629818e-05,5.4476465e-07
SH3TC1,2.8410248e-05,3.0495497e-05
NPS,2.8401195e-05,0.0002142905
ASB15-AS1,2.8294888e-05,5.4476465e-07
PAGE2B,2.8290733e-05,5.4476465e-07
RPL23AP43,2.8268634e-05,5.4476465e-07
KIF12,2.8254897e-05,0.00015302062
PGA5,2.8111508e-05,1.4925676e-05
HOXB-AS3,2.8078632e-05,0.00020116143
LINC01792,2.8077517e-05,5.4476465e-07
LINC00940,2.8046801e-05,5.4476465e-07
MFAP5,2.7775835e-05,3.7322945e-05
CEACAM21,2.776112e-05,5.4476465e-07
TRDC,2.760486e-05,5.4476465e-07
GPT,2.7560056e-05,0.0014010947
LINC02401,2.753545e-05,5.4476465e-07
KISS1,2.7511003e-05,5.4476465e-07
LINC00316,2.7504724e-05,5.4476465e-07
FOXQ1,2.7357057e-05,0.00018848488
GAPLINC,2.733444e-05,2.2143198e-05
LINC02308,2.7285134e-05,0.00019648195
PMCH,2.7266802e-05,6.630994e-05
OR4E2,2.7105722e-05,5.4476465e-07
KRT16P4,2.7099226e-05,1.4719772e-05
FGR,2.7034015e-05,6.685179e-05
CARMIL2,2.6924828e-05,0.00050335896
PEAR1,2.6853737e-05,0.00022832946
TBCAP1,2.6754424e-05,3.082371e-05
CD3G,2.6569816e-05,2.886125e-05
MIR194-2HG,2.6525755e-05,0.00011143892
OTOL1,2.6525204e-05,5.4476465e-07
DRD1,2.6521182e-05,0.00029428414
NXT1-AS1,2.6487944e-05,5.4476465e-07
MTNR1B,2.6458074e-05,8.0562546e-05
TMPRSS4-1,2.6429298e-05,0.000100225814
CFHR4,2.636766e-05,1.6926828e-05
LINC01069,2.6101157e-05,2.5316216e-05
UPK1A-AS1,2.6004502e-05,5.4476465e-07
FOXD3,2.5918082e-05,5.4476465e-07
GATA4,2.5911118e-05,4.413404e-05
UBE2Q2P11,2.5842673e-05,5.4476465e-07
HSPE1P16,2.5796586e-05,4.976751e-05
LINC02091,2.578223e-05,5.4476465e-07
NPC1L1,2.5773e-05,5.4476465e-07
KIF4B,2.5710107e-05,5.4476465e-07
MESTIT1,2.5593103e-05,0.00021590499
TMEM119,2.5455733e-05,5.4476465e-07
COL25A1-DT,2.5386016e-05,2.093607e-05
PLA2G4C-AS1,2.535413e-05,5.4476465e-07
CXCL8,2.5335063e-05,5.4476465e-07
CEBPB-AS1,2.524077e-05,7.758337e-05
CMKLR1,2.522679e-05,6.8577597e-06
MUCL1,2.5159508e-05,8.413139e-05
SOST,2.512976e-05,5.4476465e-07
RAB17,2.5123012e-05,5.4476465e-07
PPIAP73,2.5122436e-05,5.4476465e-07
LINC00554,2.5073561e-05,2.39713e-05
LINC01738,2.4927751e-05,5.4476465e-07
CABS1,2.4915948e-05,1.9879399e-05
PTPRD-DT,2.4853545e-05,5.4476465e-07
LRRC14B,2.4795718e-05,5.4476465e-07
VPREB3,2.4761892e-05,4.933147e-05
ARHGAP40,2.4741534e-05,5.4476465e-07
SPINK2,2.4692472e-05,2.5938338e-05
LINC02199,2.4647368e-05,5.4476465e-07
LMO7DN,2.4616562e-05,5.4476465e-07
ENDOU,2.4549261e-05,6.8643254e-05
TUBB1,2.4528945e-05,3.182135e-05
PCDHA5,2.4519564e-05,0.00026997383
LINC00545,2.450156e-05,7.477712e-05
LINC02813,2.446848e-05,8.052721e-05
ZSCAN5B,2.434892e-05,5.4476465e-07
C2-AS1,2.4237082e-05,5.4476465e-07
H3P8,2.4199917e-05,5.4476465e-07
RBMX2P5,2.4127874e-05,5.4476465e-07
MYH1,2.4126683e-05,5.4476465e-07
NBPF7P,2.4076166e-05,5.4476465e-07
MUC17,2.407384e-05,5.356287e-05
LINC02402,2.4051662e-05,3.430348e-05
LINC01405,2.4030569e-05,0.00030233784
LINC02066,2.3995914e-05,5.4476465e-07
LINC01889,2.3967104e-05,3.5092384e-05
ZNF548,2.3966672e-05,0.0020089708
RNFT1P3,2.3775716e-05,5.4476465e-07
ARL11,2.377434e-05,3.6283735e-05
NANOGNB,2.3753255e-05,4.0078074e-05
AOX2P,2.3737393e-05,1.0951549e-05
LINC02973,2.3592693e-05,5.4476465e-07
NR5A1,2.3565286e-05,7.277583e-05
LINC02635,2.3467022e-05,5.4476465e-07
TDRD1,2.3460727e-05,5.23075e-05
SIGLEC18P,2.3456774e-05,5.4476465e-07
CEACAM6,2.3267827e-05,5.4476465e-07
TNFSF8,2.323601e-05,4.0767438e-05
WFDC21P,2.3156439e-05,5.4476465e-07
NLRP11,2.3099654e-05,5.4476465e-07
EEF1E1P1,2.3090817e-05,5.4476465e-07
CACNA1G-AS1,2.3049643e-05,5.4476465e-07
FAM230I,2.3023074e-05,5.353879e-05
TNFRSF13B,2.2980641e-05,5.4476465e-07
LINC00613,2.2963097e-05,5.4476465e-07
ICAM2,2.2730592e-05,0.00017546977
LINC01808,2.2636916e-05,2.8139872e-05
SLC6A2-1,2.2567518e-05,4.462386e-05
ZP2,2.2563256e-05,2.4682522e-05
RPS15AP12,2.2474336e-05,5.4476465e-07
MNDA,2.2463286e-05,4.3974913e-05
D21S2088E,2.233728e-05,3.611146e-05
LINC02263,2.2295846e-05,3.2726603e-05
KRTAP10-4,2.2238739e-05,6.328282e-05
INE2,2.2187336e-05,0.00015583438
SDHAP2,2.2071095e-05,3.2460994e-05
CSF2RB,2.2031812e-05,1.6255883e-05
ZNF735,2.2011047e-05,5.4476465e-07
CRB3,2.1893808e-05,5.4476465e-07
OR10AH1P,2.1787793e-05,5.09433e-05
RPL34P21,2.1787253e-05,5.4476465e-07
POLRMTP1,2.1679043e-05,5.4476465e-07
TMSB4Y,2.164316e-05,5.4476465e-07
EHF,2.160043e-05,2.5368863e-05
FGF6,2.1587579e-05,3.6032816e-05
LINC01085,2.155225e-05,5.4476465e-07
EIF4E2P1,2.1531403e-05,1.8091387e-05
VNN2,2.1492906e-05,5.4476465e-07
NPBWR1,2.1392603e-05,5.4476465e-07
MSLNL,2.1367596e-05,5.4476465e-07
TGFBR3L,2.1336828e-05,0.00019511707
LINC00243,2.1308702e-05,4.1824926e-05
GTF2IP23,2.1263872e-05,5.4476465e-07
LINC00845,2.1263815e-05,4.2499018e-05
BRS3,2.120443e-05,5.4476465e-07
OXT,2.1159214e-05,5.4476465e-07
LILRB1,2.1115235e-05,5.4476465e-07
LINC02172,2.1088319e-05,2.4591141e-05
CYP4F2,2.0975069e-05,3.7524398e-05
CYP4F8,2.0918676e-05,5.4476465e-07
VENTXP7,2.079985e-05,5.4476465e-07
UPK3A,2.075585e-05,5.4476465e-07
LINC01456,2.0753345e-05,0.00032905157
LINC02873,2.0646878e-05,5.4476465e-07
SBSN,2.0550931e-05,0.00013917801
